BOPA_C	U35 Rice Locus	U35 Rice E-Score	U35_Rice Description
11_20995	Os01g49350	1.00E-136	"protein MAPK activating protein PM28, putative, expressed"
11_21511	Os01g46760	1.00E-105	"protein protein phosphatase 2C ABI1, putative, expressed"
12_10678	Os01g47400	0	"protein hydrolase, hydrolyzing O-glycosyl compounds, putative, expressed"
11_20325	Os01g48420	1.00E-78	"protein peroxiredoxin-5, mitochondrial precursor, putative, expressed"
12_21064	Os01g48444	1.00E-107	"protein OsIAA5 - Auxin-responsive Aux/IAA gene family member, expressed"
12_10850	Os01g49290	0	"protein guanine nucleotide-binding protein beta subunit-like protein, putative, expressed"
11_10373	Os01g50030	0	"protein phosphoethanolamine N-methyltransferase, putative, expressed"
11_10653	Os03g50850	0	"protein splicing factor 3A subunit 3, putative, expressed"
11_10158	Os09g17840	0	"protein protein transport protein Sec61 alpha subunit isoform 2, putative, expressed"
12_30829	Os09g17840	0	"protein protein transport protein Sec61 alpha subunit isoform 2, putative, expressed"
11_10005	Os01g49529	1.00E-150	"protein OsWAK10a - OsWAK receptor-like cytoplasmic kinase (OsWAK-RLCK), expressed"
11_10728	Os06g51060	1.00E-152	"protein basic endochitinase 1 precursor, putative, expressed"
12_20863	Os01g50450	2.00E-63	protein expressed protein
12_11150	Os01g50460	1.00E-108	"protein seven-transmembrane-domain protein 1, putative, expressed"
12_30088	Os01g50760	0	"protein farnesyl pyrophosphate synthetase, putative, expressed"
12_11084	Os01g50770	0	"protein AP-1 complex subunit mu-1, putative, expressed"
11_11191	Os01g50910	6.00E-61	"protein late embryogenesis abundant protein, group 3, putative, expressed"
11_21120	Os01g51154	1.00E-73	"protein single myb histone 4, putative, expressed"
11_10281	Os05g22614	0	protein expressed protein
11_20704	Os01g51300	0	"protein WD-40 repeat protein MSI4, putative, expressed"
11_21502	Os01g51360	0	"protein triacylglycerol lipase, putative, expressed"
12_11152	Os01g51380	0	"protein vacuolar ATP synthase subunit B isoform 1, putative, expressed"
12_30005	Os01g51410	0	"protein glycine dehydrogenase, mitochondrial precursor, putative, expressed"
11_10839	Os01g51430	1.00E-116	protein expressed protein
11_11391	Os01g51890	9.00E-72	"protein inositol-1,4,5-trisphosphate 5-Phosphatase, putative, expressed"
11_10335	Os01g52110	1.00E-152	"protein RING finger and CHY zinc finger domain-containing protein 1, putative, expressed"
12_11284	Os08g37500	1.00E-165	protein expressed protein
12_20608	Os10g31520	0	"protein ribosomal RNA assembly protein mis3, putative, expressed"
12_31153	Os01g52230	1.00E-130	"protein phosphatase phospho1, putative, expressed"
11_20931	Os01g52640	4.00E-95	"protein ubiquitin-protein ligase COP1, putative, expressed"
12_30616	Os01g52920	0	protein expressed protein
12_30788	Os01g52970	1.00E-146	"protein ribosomal RNA apurinic site specific lyase, putative, expressed"
11_11394	Os01g52550	0	"protein multidrug resistance protein 22, putative, expressed"
11_10172	Os01g53520	1.00E-118	"protein seed maturation protein, putative, expressed"
12_31242	Os01g53610	1.00E-123	"protein pentatricopeptide repeat protein PPR1106-17, putative, expressed"
11_20017	Os01g53720	4.00E-78	protein expressed protein
11_20351	Os01g53730	1.00E-50	protein expressed protein
11_11314	Os01g53910	3.00E-79	protein expressed protein
11_20273	Os01g54030	0	"protein NADP-dependent malic enzyme, putative, expressed"
11_20877	Os01g54080	0	"protein ATP binding protein, putative, expressed"
11_11241	Os01g54300	0	"protein hydrolase, hydrolyzing O-glycosyl compounds, putative, expressed"
12_31323	Os05g44360	1.00E-59	"protein oligosaccharyl transferase STT3 subunit, putative, expressed"
12_30754	Os01g54100	1.00E-137	"protein ATP binding protein, putative, expressed"
11_20694	Os01g54430	9.00E-63	"protein early nodulin-like protein 3 precursor, putative, expressed"
12_31529	Os01g54550	6.00E-55	"protein heat shock factor, putative, expressed"
12_10452	Os01g54560	0	"protein trehalose synthase, putative, expressed"
12_31356	Os01g54540	1.00E-116	"protein 50S ribosomal protein L13, chloroplast precursor, putative, expressed"
11_10350	Os05g44050	1.00E-115	"protein ras-related protein Rab7, putative, expressed"
11_20521	Os01g53140	8.00E-35	protein expressed protein
11_10276	Os01g54920	3.00E-78	"protein heat- and acid-stable phosphoprotein, putative, expressed"
12_30399	Os08g15170	1.00E-28	"protein ATP synthase epsilon chain, mitochondrial, putative, expressed"
11_20566	Os01g55030	6.00E-64	protein expressed protein
11_20124	Os01g55150	2.00E-37	"protein transcription factor RF2b, putative, expressed"
11_20778	Os01g55170	1.00E-121	"protein RNA binding protein, putative, expressed"
11_20695	Os01g55190	0	protein expressed protein
12_10609	Os01g55190	0	protein expressed protein
11_10683	Os01g55220	1.00E-12	protein hypothetical protein
12_30743	Os01g55240	5.00E-96	"protein gibberellin 2-beta-dioxygenase, putative, expressed"
12_31346	Os01g55300	2.00E-51	"protein DNA polymerase eta, putative, expressed"
11_10047	Os01g55540	0	"protein aspartate aminotransferase, cytoplasmic, putative, expressed"
11_20597	Os01g55570	7.00E-46	"protein thylakoid membrane phosphoprotein 14 kda, chloroplast precursor, putative, expressed"
11_20362	Os02g53420	0	"protein heat shock 70 kDa protein, mitochondrial precursor, putative, expressed"
12_11454	Os03g40270	0	"protein alpha-1,4-glucan-protein synthase, putative, expressed"
12_21194	Os07g23990	1.00E-155	"protein TPR Domain containing protein, expressed"
11_20115	Os01g56290	5.00E-59	protein expressed protein
12_30170	Os01g56360	1.00E-163	protein expressed protein
11_21163	Os07g44499	1.00E-87	"protein peroxidase 56 precursor, putative, expressed"
12_20849	Os01g56180	0	protein expressed protein
12_30677	Os01g56580	3.00E-65	"protein ATP binding protein, putative, expressed"
11_21358	Os01g56780	3.00E-68	"protein plus-3 domain containing protein, expressed"
11_20093	Os01g56880	4.00E-75	"protein purple acid phosphatase precursor, putative, expressed"
12_31262	Os01g56910	1.00E-42	protein expressed protein
12_11524	Os04g29424	4.00E-68	"protein retrotransposon protein, putative, LINE subclass, expressed"
12_30278	Os01g57420	1.00E-132	"protein diacylglycerol kinase, putative, expressed"
12_11517	Os12g42700	0	protein expressed protein
11_20063	Os01g57920	9.00E-66	"protein F-box domain containing protein, expressed"
12_11138	Os01g58114	0	protein expressed protein
11_21348	Os01g17190	8.00E-76	"protein calmodulin, putative, expressed"
12_31299	Os01g58680	1.00E-167	"protein apurinic endonuclease-redox protein, putative, expressed"
11_10628	Os01g58890	7.00E-39	"protein cystatin-1 precursor, putative, expressed"
11_10444	Os01g59080	4.00E-60	protein expressed protein
11_21505	Os01g59110	1.00E-134	"protein indole-3-acetate beta-glucosyltransferase, putative, expressed"
11_21294	Os01g59870	6.00E-60	"protein lipid-transfer protein, putative, expressed"
11_20136	Os01g59920	7.00E-92	"protein cysteine synthase, chloroplast precursor, putative, expressed"
12_31018	Os01g59660	0	"protein transcription factor GAMYB, putative, expressed"
12_30663	Os01g59850	1.00E-118	"protein ZIGA4, putative, expressed"
12_10134	Os05g40820	5.00E-82	"protein 60S ribosomal protein L24, putative, expressed"
12_30325	Os01g60200	2.00E-54	protein expressed protein
11_20659	Os01g60230	3.00E-62	"protein auxin hydrogen symporter, putative, expressed"
11_10253	Os01g22990	3.00E-58	"protein immediate-early protein RSP40, putative, expressed"
12_10583	Os01g60230	3.00E-62	"protein auxin hydrogen symporter, putative, expressed"
11_11021	Os01g60410	7.00E-85	"protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed"
11_10747	Os01g60440	0	"protein ATP binding protein, putative, expressed"
12_31367	Os08g01900	0	"protein ubiquitin-protein ligase, putative, expressed"
12_30250	Os01g65380	2.00E-77	"protein patellin-5, putative, expressed"
12_30090	Os01g65100	1.00E-149	"protein POT family protein, expressed"
12_30640	Os01g64650	1.00E-104	"protein VAMP-like protein YKT62, putative, expressed"
11_20628	Os01g64770	0	"protein retrotransposon protein, putative, unclassified, expressed"
11_20130	Os01g64960	1.00E-117	"protein photosystem II 22 kDa protein, chloroplast precursor, putative, expressed"
12_10074	Os01g64960	1.00E-117	"protein photosystem II 22 kDa protein, chloroplast precursor, putative, expressed"
12_30909	Os01g64960	1.00E-117	"protein photosystem II 22 kDa protein, chloroplast precursor, putative, expressed"
11_20999	Os01g65070	1.00E-165	"protein embryogenesis-associated protein EMB8, putative, expressed"
11_21438	Os01g65080	3.00E-59	"protein nucleic acid binding protein, putative, expressed"
11_20626	Os01g64280	0	"protein sorting nexin 1, putative, expressed"
11_10515	Os01g64170	1.00E-171	"protein glucan endo-1,3-beta-glucosidase 7 precursor, putative, expressed"
11_10184	Os02g21660	1.00E-111	"protein 60S ribosomal protein L10a-1, putative, expressed"
11_21083	Os01g64000	1.00E-140	"protein ABA response element binding factor, putative, expressed"
11_21381	Os01g63820	4.00E-50	"protein CPL2, putative, expressed"
11_21517	Os01g63690	0	"protein nematode-resistance protein, putative, expressed"
12_30342	Os01g63354	2.00E-22	"protein ELM2, putative, expressed"
12_10344	Os01g63410	1.00E-105	protein expressed protein
12_10662	Os01g63420	0	"protein coronatine-insensitive protein 1, putative, expressed"
11_21495	Os08g12830	0	"protein ethanolamine-phosphate cytidylyltransferase, putative, expressed"
11_21493	Os01g63190	1.00E-128	"protein L-ascorbate oxidase precursor, putative, expressed"
12_30119	Os01g62970	3.00E-52	protein expressed protein
11_20009	Os01g62920	0	"protein homeodomain protein JUBEL2, putative, expressed"
11_21513	Os01g62600	1.00E-113	"protein laccase, putative"
11_21161	Os01g62260	1.00E-124	"protein osmotin-like protein precursor, putative, expressed"
11_21212	Os01g62300	0	"protein SLT1 protein, putative, expressed"
12_11392	Os01g62600	1.00E-113	"protein laccase, putative"
12_21081	Os01g62870	1.00E-163	"protein aldose reductase, putative, expressed"
11_20023	Os05g38550	8.00E-92	"protein ubiquitin-conjugating enzyme E2 7, putative, expressed"
12_30423	Os07g13530	1.00E-110	"protein ras-related protein ARA-3, putative, expressed"
11_10312	Os01g61400	0	protein expressed protein
11_20523	Os01g61500	1.00E-117	"protein BCL-2 binding anthanogene-1, putative, expressed"
11_11503	Os01g61580	4.00E-25	"protein selT-like protein precursor, putative, expressed"
12_30276	Os01g61690	1.00E-132	"protein virulence-related protein Nf314, putative, expressed"
11_21277	Os01g61890	4.00E-44	"protein AT hook motif family protein, expressed"
11_10753	Os01g61970	0	"protein protein GPR108 precursor, putative, expressed"
11_20168	Os03g60400	4.00E-78	"protein 40S ribosomal protein S23, putative, expressed"
12_10100	Os03g60400	4.00E-78	"protein 40S ribosomal protein S23, putative, expressed"
12_30375	Os01g61710	1.00E-47	"protein coatomer subunit delta, putative, expressed"
12_31329	Os01g61570	8.00E-95	"protein anther-specific proline-rich protein APG precursor, putative, expressed"
12_30927	Os05g33380	0	"protein fructose-bisphosphate aldolase cytoplasmic isozyme, putative, expressed"
11_10584	Os08g44270	1.00E-161	"protein vignain precursor, putative, expressed"
12_10680	Os05g33380	0	"protein fructose-bisphosphate aldolase cytoplasmic isozyme, putative, expressed"
12_30223	Os01g67370	6.00E-88	protein expressed protein
12_31220	Os01g67480	2.00E-68	"protein helix-loop-helix DNA-binding domain containing protein, expressed"
11_11330	Os11g26790	1.00E-34	"protein water stress-inducible protein Rab21, putative, expressed"
12_31269	Os05g51070	2.00E-54	"protein ATP binding protein, putative, expressed"
11_20944	Os01g67180	1.00E-128	"protein ribonuclease 2 precursor, putative, expressed"
11_10918	Os01g66940	1.00E-165	"protein fructokinase-1, putative, expressed"
11_21405	Os01g66970	2.00E-85	"protein zinc finger protein, putative, expressed"
12_31499	Os01g67220	1.00E-141	"protein lactase-like protein precursor, putative, expressed"
12_30732	Os03g30550	3.00E-90	"protein RNA-binding protein-like, putative, expressed"
12_30274	Os01g66860	6.00E-99	"protein ankyrin-kinase, putative, expressed"
12_30084	Os01g66110	0	"protein ankyrin-like protein, putative, expressed"
11_10821	Os01g66240	1.00E-102	"protein catalytic/ hydrolase, putative, expressed"
11_10754	Os01g66330	0	"protein ATP-dependent Clp protease ATP-binding subunit clpX, putative, expressed"
12_11338	Os01g66360	1.00E-127	"protein 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplast precursor, putative, expressed"
11_11172	Os01g66420	1.00E-133	"protein PHD finger protein, putative, expressed"
12_30924	Os01g66490	1.00E-123	"protein NAC transcription factor, putative, expressed"
12_31525	Os01g66520	0	"protein serine/threonine-protein kinase RIO2, putative, expressed"
12_20413	Os01g65780	0	"protein secondary cell wall-related glycosyltransferase family 8, putative, expressed"
12_30096	Os01g65880	1.00E-125	"protein seven-transmembrane-domain protein 1, putative, expressed"
12_31238	Os01g65900	1.00E-132	"protein chitin-inducible gibberellin-responsive protein 2, putative, expressed"
11_20650	Os01g65920	1.00E-86	"protein F-box/LRR-repeat protein 2, putative, expressed"
11_10867	Os01g66150	2.00E-81	protein expressed protein
12_30081	Os01g68060	0	"protein copine-6, putative, expressed"
11_10280	Os02g19510	0	"protein lysine ketoglutarate reductase trans-splicing related 1, putative, expressed"
11_20343	Os05g29790	0.00002	"protein papillar cell-specific pectin methylesterase-like protein, putative, expressed"
11_11141	Os01g40860	0	"protein retinal dehydrogenase 1, putative, expressed"
12_10505	Os01g68300	3.00E-21	protein expressed protein
12_10188	Os01g68320	9.00E-45	"protein ATP-dependent RNA helicase dbp2, putative, expressed"
12_30963	Os01g68440	1.00E-107	protein expressed protein
11_11196	Os01g68450	1.00E-120	protein expressed protein
11_20662	Os07g27810	1.00E-89	"protein fiber protein Fb34, putative, expressed"
12_20369	Os08g09940	0	"protein GTP-binding protein PTD004, putative, expressed"
11_10842	Os01g68710	2.00E-71	"protein FK506-binding protein 2-1 precursor, putative, expressed"
11_20612	Os01g68860	0	"protein zinc finger CCCH type domain-containing protein ZFN-like 2, putative, expressed"
12_30973	Os01g69030	1.00E-100	"protein sucrose-phosphate synthase, putative, expressed"
12_30092	Os01g69920	0	"protein histidine kinase 2, putative, expressed"
11_20527	Os02g15750	0	protein expressed protein
11_21428	Os01g70160	1.00E-117	"protein protein binding protein, putative, expressed"
11_10381	Os01g70170	0	"protein transaldolase 2, putative, expressed"
11_20409	Os01g70190	0	"protein secondary cell wall-related glycosyltransferase family 47, putative, expressed"
11_11127	Os01g70200	0	"protein secondary cell wall-related glycosyltransferase family 47, putative, expressed"
12_30860	Os01g70310	1.00E-115	"protein inducer of CBF expression 2, putative, expressed"
12_10122	Os03g27120	1.00E-137	"protein LOL3, putative, expressed"
11_20085	Os01g70320	1.00E-132	protein expressed protein
11_11328	Os01g70310	1.00E-115	"protein inducer of CBF expression 2, putative, expressed"
12_31251	Os02g30210	1.00E-126	"protein SKIP4, putative, expressed"
12_11154	Os12g15470	0	"protein serine carboxypeptidase 1 precursor, putative, expressed"
12_31496	Os02g30210	7.00E-10	"protein SKIP4, putative, expressed"
11_20920	Os01g70520	0	"protein beta-glucosidase homolog precursor, putative, expressed"
