chromosome	U35 Rice Locus	start	aliases	U35_Rice Description
2	LOC_Os02g49530	1958	null	protein expressed protein
2	LOC_Os02g30630	2101	null	protein acetolactate synthase III, chloroplast precursor, putative, expressed
2	LOC_Os02g49760	18689	null	protein potassium transporter 8, putative, expressed
2	LOC_Os02g49800	1559	null	protein aspartic proteinase Asp1 precursor, putative, expressed
2	LOC_Os02g49700	1731	null	protein homeodomain leucine zipper protein CPHB-5, putative, expressed
2	LOC_Os02g50010	4636	null	protein APO2, putative, expressed
2	LOC_Os02g50130	14735	null	protein nudix hydrolase 4, putative, expressed
2	LOC_Os02g50240	531	null	protein glutamine synthetase root isozyme 3, putative, expressed
2	LOC_Os02g51470	16123	null	protein ATP synthase delta chain, chloroplast precursor, putative, expressed
2	LOC_Os02g51550	21346	null	protein expressed protein
2	LOC_Os02g51700	15148	null	protein expressed protein
2	LOC_Os02g50350	13855	null	protein dihydropyrimidine dehydrogenase precursor, putative, expressed
2	LOC_Os02g51620	2345	null	protein beta-D-xylosidase, putative, expressed
2	LOC_Os02g51040	16471	null	protein alpha-expansin 15 precursor, putative, expressed
2	LOC_Os02g51610	17838	null	protein transporter-like protein, putative, expressed
2	LOC_Os02g51140	2377	null	protein expressed protein
2	LOC_Os02g51150	4089	null	protein protein SUR2, putative, expressed
2	LOC_Os02g50880	4347	null	protein protease Do-like 9, putative, expressed
2	LOC_Os02g50860	19046	null	protein rac-like GTP-binding protein 3, putative, expressed
2	LOC_Os02g50620	16069	null	protein pyruvate dehydrogenase E1 component alpha subunit, mitochondrial precursor, putative, expressed
2	LOC_Os02g50560	10227	null	protein PDE317, putative, expressed
2	LOC_Os02g52390	15546	null	protein protein hypA, putative, expressed
2	LOC_Os02g52290	843	null	protein peptidyl-prolyl isomerase FKBP12, putative, expressed
2	LOC_Os02g52140	1252	null	protein polyadenylate-binding protein 2, putative, expressed
2	LOC_Os02g53320	2807	null	protein USP family protein, putative, expressed
2	LOC_Os02g52710	1131	null	protein alpha-amylase precursor, putative, expressed
2	LOC_Os02g53330	2073	null	protein 1-aminocyclopropane-1-carboxylate deaminase, putative, expressed
2	LOC_Os02g53210	17775	null	protein expressed protein
2	LOC_Os02g30320	18532	null	protein drought-induced protein 1, putative, expressed
2	LOC_Os02g52940	15866	null	protein inorganic pyrophosphatase, putative, expressed
2	LOC_Os02g52920	16831	null	protein transmembrane emp24 domain-containing protein 10 precursor, putative, expressed
2	LOC_Os02g52880	3494	null	protein ybaK/prolyl-tRNA synthetase associated region, putative, expressed
2	LOC_Os02g52860	15188	null	protein phosphate carrier protein, mitochondrial precursor, putative, expressed
2	LOC_Os02g52720	2910	null	protein peroxisomal multifunctional enzyme type 2, putative
2	LOC_Os02g52820	18561	null	protein expressed protein
2	LOC_Os02g53860	2125	null	protein subtilisin-like protease precursor, putative, expressed
2	LOC_Os02g54130	1885	null	protein dnaJ protein, putative, expressed
2	LOC_Os02g54060	775	null	protein chaperonin, chloroplast precursor, putative, expressed
2	LOC_Os02g54080	17350	null	protein expressed protein
2	LOC_Os02g54254	17195	null	protein alpha-aminoadipic semialdehyde synthase, putative, expressed
2	LOC_Os02g54470	15039	null	protein 60S ribosomal protein L33-B, putative, expressed
2	LOC_Os02g54700	1349	null	protein eukaryotic translation initiation factor 3 subunit 4, putative, expressed
2	LOC_Os02g54010	5028	null	protein triacylglycerol lipase, putative, expressed
2	LOC_Os02g54650	936	null	protein diacylglycerol kinase, putative, expressed
2	LOC_Os02g54770	1828	null	protein splicing factor, arginine/serine-rich 7, putative, expressed
2	LOC_Os02g33490	2762	null	protein pyrophosphate-energized membrane proton pump 3, putative, expressed
2	LOC_Os02g54820	15335	null	protein trehalose-6-phosphate synthase, putative, expressed
2	LOC_Os02g54990	15662	null	protein serine incorporator 3, putative, expressed
2	LOC_Os02g55140	15893	null	protein leucine aminopeptidase 3, chloroplast precursor, putative, expressed
2	LOC_Os02g55440	15704	null	protein transmembrane 9 superfamily protein member 2 precursor, putative, expressed
2	LOC_Os02g55420	261	null	protein aspartate aminotransferase, chloroplast precursor, putative, expressed
2	LOC_Os02g55430	29	null	protein alginate regulatory protein AlgP, putative, expressed
2	LOC_Os02g55640	13865	null	protein proteasome maturation factor UMP1 family protein, expressed
2	LOC_Os02g55880	15872	null	protein calcineurin subunit B, putative, expressed
2	LOC_Os02g56170	21258	null	protein PAP-specific phosphatase, putative, expressed
2	LOC_Os02g56210	16792	null	protein mRNA decapping enzyme 2, putative, expressed
2	LOC_Os02g56200	6278	null	protein ATATH8, putative, expressed
2	LOC_Os02g56550	2136	null	protein ATP-dependent transporter YFL028C, putative, expressed
2	LOC_Os02g56530	17820	null	protein protein binding protein, putative, expressed
2	LOC_Os02g56940	2735	null	protein expressed protein
2	LOC_Os02g56940	19750	null	protein expressed protein
2	LOC_Os02g57040	14629	null	protein alcohol dehydrogenase class 3, putative, expressed
2	LOC_Os02g56990	847	null	protein 60S ribosomal protein L37, putative, expressed
2	LOC_Os02g57030	21283	null	protein expressed protein
2	LOC_Os02g56920	3529	null	protein CER1, putative, expressed
2	LOC_Os02g57010	4652	null	protein ribonucleoprotein, chloroplast, putative, expressed
2	LOC_Os02g56850	15570	null	protein glutathione reductase, cytosolic, putative, expressed
2	LOC_Os02g57160	3472	null	protein ABC-1, putative, expressed
2	LOC_Os02g32490	15907	null	protein acetyl-coenzyme A synthetase, putative, expressed
2	LOC_Os02g57180	15956	null	protein NADH-ubiquinone oxidoreductase 39 kDa subunit, mitochondrial precursor, putative, expressed
2	LOC_Os02g57200	14836	null	protein expressed protein
2	LOC_Os02g57250	5524	null	protein OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed
2	LOC_Os02g57240	16138	null	protein voltage-gated potassium channel beta subunit, putative, expressed
2	LOC_Os02g57280	748	null	protein CBS domain containing protein, expressed
2	LOC_Os02g57640	2063	null	protein RNA-binding protein Nova-1, putative, expressed
2	LOC_Os02g57820	1893	null	protein DNA binding protein, putative, expressed
2	LOC_Os02g57830	17081	null	protein expressed protein
2	LOC_Os02g57630	19999	null	protein ubiquitin carboxyl-terminal hydrolase isozyme L5, putative, expressed
2	LOC_Os02g57766	5421	null	protein expressed protein
2	LOC_Os02g57710	17763	null	protein signal peptide peptidase-like 2B, putative, expressed
2	LOC_Os02g34810	15758	null	protein OsAPx8 - Thylakoid-bound Ascorbate Peroxidase encoding gene, expressed
2	LOC_Os02g57650	2008	null	protein NAC domain-containing protein 78, putative, expressed
2	LOC_Os02g58560	16348	null	protein CALS1, putative, expressed
2	LOC_Os02g58440	3413	null	protein zinc finger C-x8-C-x5-C-x3-H type family protein, expressed
2	LOC_Os02g58790	18545	null	protein expressed protein
2	LOC_Os02g49440	6106	null	protein expressed protein
2	LOC_Os02g51750	15136	null	protein annexin-like protein RJ4, putative, expressed
2	LOC_Os02g57450	1934	null	protein serine/threonine-protein phosphatase PP1, putative, expressed
2	LOC_Os02g57470	5808	null	protein kinesin light chain, putative, expressed
2	LOC_Os02g43660	20709	null	protein blue copper protein precursor, putative, expressed
2	LOC_Os02g01010	928	null	protein OsPDIL1-4 - Oryza sativa protein disulfide isomerase, expressed
2	LOC_Os02g01590	15653	null	protein beta-fructofuranosidase 1 precursor, putative, expressed
2	LOC_Os02g04160	3275	null	protein transcription elongation factor 1, putative, expressed
2	LOC_Os02g04160	3275	null	protein transcription elongation factor 1, putative, expressed
2	LOC_Os02g55390	838	null	protein 60S ribosomal protein L39, putative, expressed
2	LOC_Os02g54180	4364	null	protein expressed protein
2	LOC_Os02g22780	15781	null	protein T-complex protein 1 subunit delta, putative, expressed
2	LOC_Os02g51320	6576	null	protein DNA binding protein, putative, expressed
2	LOC_Os02g32814	2943	null	protein heavy metal-associated domain containing protein, expressed
2	LOC_Os02g06700	859	null	protein 40S ribosomal protein S14, putative, expressed
2	LOC_Os02g57590	1064	null	protein fibrillarin-2, putative, expressed
2	LOC_Os02g27769	14881	null	protein 40S ribosomal protein S27, putative, expressed
2	LOC_Os02g17500	4761	null	protein metabolite transport protein csbC, putative, expressed
2	LOC_Os02g09150	534	null	protein pyrophosphate-energized vacuolar membrane proton pump, putative, expressed
2	LOC_Os02g32009	3446	null	protein expressed protein
2	LOC_Os02g01230	5489	null	protein structural constituent of ribosome, putative, expressed
2	LOC_Os02g18380	14961	null	protein 60S ribosomal protein L27, putative, expressed
2	LOC_Os02g57250	5524	null	protein OsIAA10 - Auxin-responsive Aux/IAA gene family member, expressed
2	LOC_Os02g57290	21168	null	protein cytochrome P450 97B3, putative, expressed
2	LOC_Os02g10390	14264	null	protein chlorophyll a-b binding protein 8, chloroplast precursor, putative, expressed
2	LOC_Os02g14059	14636	null	protein 60S ribosomal protein L11-1, putative, expressed
2	LOC_Os02g57540	14821	null	protein 60S ribosomal protein L28, putative, expressed
2	LOC_Os02g41590	14937	null	protein adenosine kinase 2, putative, expressed
2	LOC_Os02g16040	14034	null	protein ubiquitin-conjugating enzyme E2-17 kDa, putative, expressed
2	LOC_Os02g27760	15084	null	protein 40S ribosomal protein S15a, putative, expressed
2	LOC_Os02g38050	820	null	protein PB1 domain containing protein, expressed
2	LOC_Os02g43930	15233	null	protein dnaJ protein homolog 2, putative, expressed
2	LOC_Os02g04840	17471	null	protein ARA1, putative, expressed
2	LOC_Os02g41904	15460	null	protein low-molecular-weight cysteine-rich protein LCR69 precursor, putative, expressed
2	LOC_Os02g56850	15570	null	protein glutathione reductase, cytosolic, putative, expressed
2	LOC_Os02g17940	1048	null	protein leucoanthocyanidin dioxygenase, putative, expressed
2	LOC_Os02g47870	1300	null	protein RING-box protein 1a, putative, expressed
2	LOC_Os02g48964	15825	null	protein WD-repeat protein-like, putative, expressed
2	LOC_Os02g35590	15635	null	protein glutathione S-transferase zeta class, putative, expressed
2	LOC_Os02g21970	1446	null	protein 26S protease regulatory subunit 6B, putative, expressed
2	LOC_Os02g43010	1909	null	protein vacuolar processing enzyme, beta-isozyme precursor, putative, expressed
2	LOC_Os02g15230	992	null	protein esterase precursor, putative, expressed
2	LOC_Os02g41630	14243	null	protein phenylalanine ammonia-lyase, putative, expressed
2	LOC_Os02g56550	2136	null	protein ATP-dependent transporter YFL028C, putative, expressed
2	LOC_Os02g57410	16476	null	protein cysteine-type peptidase, putative, expressed
2	LOC_Os02g57670	16542	null	protein 50S ribosomal protein L9, chloroplast precursor, putative, expressed
2	LOC_Os02g47840	2272	null	protein ethylene response protein, putative, expressed
2	LOC_Os02g37870	2578	null	protein brix domain-containing protein 2, putative, expressed
2	LOC_Os02g45240	2682	null	protein protein binding protein, putative, expressed
2	LOC_Os02g55410	17002	null	protein DNA replication licensing factor MCM5, putative, expressed
2	LOC_Os02g32814	2943	null	protein heavy metal-associated domain containing protein, expressed
2	LOC_Os02g01280	2860	null	protein ruBisCO large subunit-binding protein subunit beta, chloroplast precursor, putative, expressed
2	LOC_Os02g35200	18137	null	protein VP15, putative, expressed
2	LOC_Os02g44630	13837	null	protein aquaporin PIP1.1, putative, expressed
2	LOC_Os02g02930	19219	null	protein terpene synthase 2, putative, expressed
2	LOC_Os02g02000	5911	null	protein cytochrome P450 74A4, putative, expressed
2	LOC_Os02g35039	2048	null	protein NAD dependent epimerase/dehydratase family protein, expressed
2	LOC_Os02g15250	16650	null	protein mucin-associated surface protein, putative, expressed
2	LOC_Os02g47310	16655	null	protein tocopherol O-methyltransferase, chloroplast precursor, putative, expressed
2	LOC_Os02g17090	16231	null	protein cucumisin precursor, putative, expressed
2	LOC_Os02g37830	18135	null	protein serine/threonine-protein kinase Nek4, putative, expressed
2	LOC_Os02g42220	17046	null	protein transposon protein, putative, unclassified, expressed
2	LOC_Os02g29530	18929	null	protein transferase, transferring glycosyl groups, putative, expressed
2	LOC_Os02g56180	4956	null	protein quinone oxidoreductase, putative, expressed
2	LOC_Os02g44680	20440	null	protein allantoin permease, putative, expressed
2	LOC_Os02g37430	5673	null	protein small nuclear ribonucleoprotein Sm D1, putative, expressed
2	LOC_Os02g42230	19793	null	protein replication factor A, putative, expressed
2	LOC_Os02g22070	5838	null	protein expressed protein
2	LOC_Os02g44770	20214	null	protein mechanosensitive ion channel family protein, expressed
2	LOC_Os02g02410	14470	null	protein luminal-binding protein 3 precursor, putative, expressed
2	LOC_Os02g01940	19911	null	protein jmjC domain containing protein
2	LOC_Os02g57290	21168	null	protein cytochrome P450 97B3, putative, expressed
2	LOC_Os02g45770	688	null	protein MADS-box transcription factor 6, putative, expressed
2	LOC_Os02g18380	14961	null	protein 60S ribosomal protein L27, putative, expressed
2	LOC_Os02g38050	820	null	protein PB1 domain containing protein, expressed
2	LOC_Os02g57260	15093	null	protein 3-ketoacyl-CoA thiolase 2, peroxisomal precursor, putative, expressed
2	LOC_Os02g51080	15242	null	protein geranylgeranyl hydrogenase, putative, expressed
2	LOC_Os02g54820	15335	null	protein trehalose-6-phosphate synthase, putative, expressed
2	LOC_Os02g04020	1659	null	protein phosphatidylinositol transfer-like protein III, putative, expressed
2	LOC_Os02g53140	16001	null	protein ubiquitin ligase protein COP1, putative, expressed
2	LOC_Os02g22780	15781	null	protein T-complex protein 1 subunit delta, putative, expressed
2	LOC_Os02g21970	1446	null	protein 26S protease regulatory subunit 6B, putative, expressed
2	LOC_Os02g35500	1546	null	protein 2-hydroxy-3-oxopropionate reductase, putative, expressed
2	LOC_Os02g48010	16336	null	protein nuclear matrix constituent protein 1, putative, expressed
2	LOC_Os02g15230	992	null	protein esterase precursor, putative, expressed
2	LOC_Os02g50210	15518	null	protein erwinia induced protein 2, putative, expressed
2	LOC_Os02g48390	16142	null	protein ribose-phosphate pyrophosphokinase 4, putative, expressed
2	LOC_Os02g49150	2532	null	protein expressed protein
2	LOC_Os02g13560	15339	null	protein sugar transporter type 2a, putative, expressed
2	LOC_Os02g15700	672	null	protein expressed protein
2	LOC_Os02g41990	16796	null	protein expressed protein
2	LOC_Os02g36940	14514	null	protein expressed protein
2	LOC_Os02g16000	17777	null	protein GAMYB-binding protein, putative, expressed
2	LOC_Os02g55030	16309	null	protein mutT/nudix family protein, putative, expressed
2	LOC_Os02g50710	18107	null	protein expressed protein
