barley opa_index	Brach gene	evalue	description
	Bradi2g09260	2.00E-14	none
	Bradi2g09270	3.00E-68	none
	Bradi2g09280	1.00E-134	none
	Bradi2g09290	3.00E-52	none
11_11258	Bradi2g09300	1.00E-26	none
	Bradi2g09310	3.00E-52	none
	Bradi2g09320	2.00E-52	none
	Bradi2g09330		none
	Bradi2g09340	7.00E-133	none
	Bradi2g09350	1.00E-133	none
	Bradi2g09360	3.00E-133	none
	Bradi2g09370	4.00E-180	none
	Bradi2g09380	2.00E-125	none
	Bradi2g09390	2.00E-11	none
	Bradi2g09400	3.00E-77	none
	Bradi2g09410	2.00E-35	none
12_30799	Bradi2g09420	1.00E-77	none
	Bradi2g09430	7.00E-51	none
	Bradi2g09440	7.00E-57	none
	Bradi2g09450	4.00E-71	none
	Bradi2g09460		none
	Bradi2g09470	1.00E-150	none
	Bradi2g09480	5.00E-82	none
	Bradi2g09490	0	none
	Bradi2g09500	9.00E-20	none
	Bradi2g09510	2.00E-171	none
	Bradi2g09520	0	none
	Bradi2g09530	0	none
	Bradi2g09540	8.00E-97	none
	Bradi2g09550		none
	Bradi2g09560		none
	Bradi2g09570	7.00E-87	none
	Bradi2g09580	9.00E-112	none
	Bradi2g09590	2.00E-53	none
	Bradi2g09600	2.00E-137	none
	Bradi2g09610	2.00E-65	none
	Bradi2g09620	0	none
	Bradi2g09630	8.00E-37	none
	Bradi2g09640	3.00E-52	none
	Bradi2g09650	5.00E-100	none
	Bradi2g09660	9.00E-168	none
	Bradi2g09670		none
	Bradi2g09680	1.00E-167	none
	Bradi2g09690	4.00E-172	none
11_11400	Bradi2g09700	2.00E-40	none
	Bradi2g09710	0	none
	Bradi2g09720	2.00E-57	none
	Bradi2g09730		none
	Bradi2g09740	4.00E-65	none
	Bradi2g09750		none
12_11295	Bradi2g09760	2.00E-154	none
	Bradi2g09770	6.00E-136	none
	Bradi2g09780	2.00E-127	none
11_11105	Bradi2g09790	6.00E-32	none
	Bradi2g09800	2.00E-76	none
	Bradi2g09810	2.00E-67	none
	Bradi2g09820	2.00E-136	none
	Bradi2g09830	2.00E-107	none
	Bradi2g09840		none
	Bradi2g09850	0	none
	Bradi2g09860	0	none
	Bradi2g09870	5.00E-11	none
12_30774	Bradi2g09880	3.00E-129	none
12_30774	Bradi2g09890	2.00E-82	none
	Bradi2g09900	1.00E-142	none
	Bradi2g09910	3.00E-92	none
	Bradi2g09920	1.00E-45	none
	Bradi2g09930	2.00E-41	none
	Bradi2g09940	5.00E-101	none
	Bradi2g09950	4.00E-155	none
	Bradi2g09960	4.00E-13	none
	Bradi2g09970	3.00E-18	none
	Bradi2g09980	1.00E-24	none
12_30618	Bradi2g09990	2.00E-156	none
	Bradi2g10000	1.00E-31	none
11_10987	Bradi2g10010	1.00E-81	none
	Bradi2g10020	2.00E-128	none
	Bradi2g10030	3.00E-120	none
	Bradi2g10040	0	none
	Bradi2g10050	1.00E-22	none
	Bradi2g10060	0	none
	Bradi2g10070	3.00E-32	none
	Bradi2g10080	5.00E-119	none
	Bradi2g10090	1.00E-45	none
	Bradi2g10100	2.00E-129	none
	Bradi2g10110	0	none
	Bradi2g10120	2.00E-58	none
	Bradi2g10130	2.00E-48	none
11_11086	Bradi2g10140	1.00E-49	none
	Bradi2g10150	3.00E-127	none
	Bradi2g10160	3.00E-64	none
	Bradi2g10170	1.00E-77	none
	Bradi2g10180	0	none
	Bradi2g10190	1.00E-14	none
	Bradi2g10200	1.00E-46	none
	Bradi2g10210	4.00E-11	none
	Bradi2g10220	5.00E-86	none
	Bradi2g10230		none
	Bradi2g10240	4.00E-142	none
	Bradi2g10250	4.00E-128	none
	Bradi2g10260	1.00E-43	none
	Bradi2g10270	0	none
	Bradi2g10280	2.00E-115	none
11_20455	Bradi2g10290	5.00E-150	none
	Bradi2g10300	2.00E-81	none
11_11359	Bradi2g10310	5.00E-42	none
	Bradi2g10320	2.00E-94	none
	Bradi2g10330	1.00E-52	none
	Bradi2g10340	4.00E-29	none
	Bradi2g10350	9.00E-110	none
11_10443	Bradi2g10360	7.00E-122	none
11_10443	Bradi2g10370	0	none
	Bradi2g10380		none
	Bradi2g10390		none
	Bradi2g10400	4.00E-60	none
	Bradi2g10410		none
	Bradi2g10420	2.00E-105	none
	Bradi2g10430	2.00E-43	none
11_11219	Bradi2g10440	8.00E-122	none
	Bradi2g10450	2.00E-56	none
	Bradi2g10460	3.00E-73	none
	Bradi2g10470	3.00E-78	none
	Bradi2g10480	7.00E-103	none
	Bradi2g10490	1.00E-152	none
	Bradi2g10500	6.00E-85	none
	Bradi2g10510	2.00E-177	none
	Bradi2g10520	1.00E-35	none
	Bradi2g10530	0	none
	Bradi2g10540	1.00E-172	none
	Bradi2g10550		none
	Bradi2g10560	1.00E-32	none
	Bradi2g10570	2.00E-32	none
	Bradi2g10580	4.00E-30	none
	Bradi2g10590	9.00E-27	none
	Bradi2g10600	7.00E-67	none
	Bradi2g10610		none
	Bradi2g10620	4.00E-57	none
	Bradi2g10630		none
	Bradi2g10640	1.00E-49	none
	Bradi2g10650	3.00E-74	none
	Bradi2g10660	1.00E-21	none
	Bradi2g10670	1.00E-121	none
	Bradi2g10680	1.00E-18	none
	Bradi2g10690	4.00E-70	none
	Bradi2g10700		none
	Bradi2g10710	0	none
	Bradi2g10720	1.00E-27	none
	Bradi2g10730	2.00E-106	none
	Bradi2g10740	2.00E-24	none
	Bradi2g10750	3.00E-89	none
	Bradi2g10760	2.00E-24	none
11_10137	Bradi2g10770	0	none
	Bradi2g10780	0	none
	Bradi2g10790	7.00E-82	none
	Bradi2g10800	0	none
12_11518	Bradi2g10810	0	none
	Bradi2g10820	1.00E-90	none
	Bradi2g10830	6.00E-139	none
	Bradi2g10840	1.00E-75	none
	Bradi2g10850	2.00E-35	none
11_10297	Bradi2g10860	6.00E-116	none
	Bradi2g10870	4.00E-116	none
	Bradi2g10880	2.00E-36	none
	Bradi2g10890	5.00E-90	none
	Bradi2g10900	2.00E-21	none
	Bradi2g10910	0	none
	Bradi2g10920	4.00E-33	none
	Bradi2g10930	3.00E-61	none
	Bradi2g10940	2.00E-56	none
	Bradi2g10950	0	none
	Bradi2g10960	2.00E-45	none
	Bradi2g10970	0	none
	Bradi2g10980	7.00E-20	none
	Bradi2g10990	0	none
11_10232	Bradi2g11000	8.00E-138	none
	Bradi2g11010		none
	Bradi2g11020	2.00E-39	none
	Bradi2g11030	2.00E-47	none
	Bradi2g11040	7.00E-70	none
	Bradi2g11050	9.00E-95	none
	Bradi2g11060	7.00E-101	none
	Bradi2g11070	7.00E-35	none
	Bradi2g11080	2.00E-59	none
	Bradi2g11090	3.00E-27	none
	Bradi2g11100	2.00E-55	none
	Bradi2g11110	0	none
	Bradi2g11120	6.00E-17	none
11_11405	Bradi2g11130	2.00E-47	none
11_10728	Bradi2g11140	4.00E-84	none
	Bradi2g11150		none
	Bradi2g11160		none
	Bradi2g11170	5.00E-36	none
	Bradi2g11180		none
	Bradi2g11190	0	none
11_20970	Bradi2g11200	0	none
11_11394	Bradi2g11210	0	none
	Bradi2g11220	0	none
	Bradi2g11230	0	none
	Bradi2g11240	3.00E-71	none
11_10962	Bradi2g11250	0	none
	Bradi2g11260		none
11_10903	Bradi2g11270	5.00E-37	none
	Bradi2g11280		none
	Bradi2g11290	4.00E-50	none
	Bradi2g11300	1.00E-74	none
	Bradi2g11310	4.00E-36	none
11_20998	Bradi2g11320	6.00E-161	none
12_11340	Bradi2g11330	2.00E-20	none
	Bradi2g11340	7.00E-104	none
	Bradi2g11350	1.00E-98	none
	Bradi2g11360	0	none
	Bradi2g11370	0	none
	Bradi2g11380	8.00E-97	none
	Bradi2g11390	3.00E-18	none
	Bradi2g11400	1.00E-12	none
12_31209	Bradi2g11410	2.00E-179	none
	Bradi2g11420	8.00E-86	none
	Bradi2g11430	3.00E-61	none
11_11405	Bradi2g11440	8.00E-61	none
	Bradi2g11450	9.00E-80	none
	Bradi2g11460	7.00E-22	none
	Bradi2g11470	9.00E-45	none
11_20584	Bradi2g11480	0	none
	Bradi2g11490	0	none
	Bradi2g11500	3.00E-30	none
	Bradi2g11510	2.00E-120	none
	Bradi2g11520		none
	Bradi2g11530		none
	Bradi2g11540	3.00E-59	none
	Bradi2g11550	3.00E-51	none
	Bradi2g11560	5.00E-80	none
	Bradi2g11570	5.00E-74	none
	Bradi2g11580	8.00E-34	none
	Bradi2g11590	4.00E-11	none
	Bradi2g11600	4.00E-32	none
	Bradi2g11610	1.00E-31	none
	Bradi2g11620	2.00E-84	none
12_31249	Bradi2g11630	0	none
	Bradi2g11640	1.00E-165	none
	Bradi2g11650	8.00E-128	none
	Bradi2g11660		none
	Bradi2g11670	5.00E-23	none
	Bradi2g11680		none
	Bradi2g11690		none
	Bradi2g11700	2.00E-18	none
	Bradi2g11710	5.00E-48	none
	Bradi2g11720	1.00E-48	none
	Bradi2g11730	1.00E-164	none
	Bradi2g11740	9.00E-132	none
	Bradi2g11750	5.00E-23	none
	Bradi2g11760	2.00E-15	none
	Bradi2g11770		none
	Bradi2g11780	1.00E-38	none
	Bradi2g11790	0	none
	Bradi2g11800	7.00E-85	none
	Bradi2g11810	1.00E-74	none
	Bradi2g11820	4.00E-19	none
	Bradi2g11830	3.00E-47	none
	Bradi2g11840		none
12_11318	Bradi2g11850	1.00E-99	none
12_11318	Bradi2g11860	9.00E-145	none
	Bradi2g11870	0	none
	Bradi2g11880		none
	Bradi2g11890	2.00E-46	none
12_10777	Bradi2g11900	0	none
	Bradi2g11910	9.00E-89	none
	Bradi2g11920	2.00E-72	none
	Bradi2g11930	3.00E-41	none
	Bradi2g11940	4.00E-23	none
	Bradi2g11950	6.00E-85	none
12_10201	Bradi2g11960	3.00E-178	none
	Bradi2g11970	5.00E-146	none
	Bradi2g11980	6.00E-19	none
	Bradi2g11990	6.00E-89	none
	Bradi2g12000		none
	Bradi2g12010	2.00E-138	none
	Bradi2g12020	3.00E-101	none
	Bradi2g12030	3.00E-36	none
	Bradi2g12040	8.00E-136	none
11_11216	Bradi2g12050	9.00E-86	none
11_11216	Bradi2g12060	2.00E-70	none
	Bradi2g12070	1.00E-165	none
	Bradi2g12080	0	none
	Bradi2g12090	0	none
	Bradi2g12100		none
	Bradi2g12110	0	none
	Bradi2g12120	0	none
12_30130	Bradi2g12130	4.00E-179	none
	Bradi2g12140	2.00E-56	none
	Bradi2g12150	0	none
	Bradi2g12160	0	none
12_30780	Bradi2g12170	1.00E-135	none
12_30780	Bradi2g12180	4.00E-126	none
	Bradi2g12190	8.00E-18	none
	Bradi2g12200	6.00E-21	none
	Bradi2g12210	7.00E-23	none
12_11091	Bradi2g12220	5.00E-62	none
	Bradi2g12230	2.00E-38	none
	Bradi2g12240	2.00E-21	none
	Bradi2g12250	3.00E-109	none
	Bradi2g12260		none
11_10536	Bradi2g12270	6.00E-19	none
11_21140	Bradi2g12280	1.00E-65	none
	Bradi2g12290	9.00E-93	none
	Bradi2g12300	8.00E-84	none
11_10597	Bradi2g12310	0	none
	Bradi2g12320	0	none
	Bradi2g12330	7.00E-100	none
	Bradi2g12340	1.00E-118	none
	Bradi2g12350	1.00E-99	none
	Bradi2g12360		none
	Bradi2g12370	7.00E-123	none
	Bradi2g12380	0	none
	Bradi2g12390	1.00E-89	none
	Bradi2g12400	4.00E-63	none
	Bradi2g12410		none
	Bradi2g12420	9.00E-81	none
	Bradi2g12430	0	none
	Bradi2g12440	2.00E-105	none
	Bradi2g12450	9.00E-143	none
	Bradi2g12460	2.00E-122	none
11_10253	Bradi2g12470	3.00E-13	none
	Bradi2g12480	2.00E-36	none
	Bradi2g12490		none
	Bradi2g12500	5.00E-81	none
11_10328	Bradi2g12510	1.00E-88	none
	Bradi2g12520	0	none
	Bradi2g12530	1.00E-77	none
11_20357	Bradi2g12540	0	none
	Bradi2g12550	0	none
12_10159	Bradi2g12560	2.00E-168	none
	Bradi2g12570	9.00E-51	none
	Bradi2g12580	4.00E-73	none
	Bradi2g12590	9.00E-16	none
	Bradi2g12600		none
	Bradi2g12610	3.00E-22	none
	Bradi2g12620		none
	Bradi2g12630	1.00E-23	none
	Bradi2g12640	7.00E-55	none
12_30039	Bradi2g12650	1.00E-173	none
	Bradi2g12660	5.00E-99	none
	Bradi2g12670	1.00E-19	none
	Bradi2g12680	0	none
	Bradi2g12690	4.00E-25	none
	Bradi2g12700	0	none
	Bradi2g12710	6.00E-128	none
	Bradi2g12720	4.00E-65	none
12_30642	Bradi2g12730	0	none
	Bradi2g12740	1.00E-139	none
	Bradi2g12750	2.00E-12	none
	Bradi2g12760	1.00E-95	none
	Bradi2g12770	2.00E-26	none
	Bradi2g12780	0	none
	Bradi2g12790	0	none
	Bradi2g12800	4.00E-46	none
	Bradi2g12810	4.00E-130	none
	Bradi2g12820	2.00E-45	none
	Bradi2g12830	4.00E-73	none
	Bradi2g12840	3.00E-174	none
	Bradi2g12850	3.00E-180	none
	Bradi2g12860	7.00E-86	none
	Bradi2g12870	1.00E-118	none
	Bradi2g12880	0	none
	Bradi2g12890		none
	Bradi2g12900	3.00E-135	none
	Bradi2g12910	1.00E-135	none
	Bradi2g12920	8.00E-132	none
	Bradi2g12930	1.00E-158	none
	Bradi2g12940	8.00E-172	none
	Bradi2g12950	0	none
	Bradi2g12960	5.00E-39	none
12_10235	Bradi2g12970	0	none
	Bradi2g12980	0	none
	Bradi2g12990	4.00E-43	none
	Bradi2g13000	8.00E-58	none
11_20761	Bradi2g13010	4.00E-97	none
11_20761	Bradi2g13020	1.00E-98	none
	Bradi2g13030	2.00E-58	none
	Bradi2g13040		none
	Bradi2g13050	1.00E-143	none
	Bradi2g13060	2.00E-117	none
	Bradi2g13070	3.00E-100	none
	Bradi2g13080	0	none
12_30009	Bradi2g13090	6.00E-90	none
	Bradi2g13100	2.00E-11	none
	Bradi2g13110	2.00E-116	none
	Bradi2g13120	2.00E-79	none
	Bradi2g13130	3.00E-17	none
11_11405	Bradi2g13140	4.00E-64	none
	Bradi2g13150	2.00E-109	none
	Bradi2g13160	3.00E-92	none
	Bradi2g13170	0	none
	Bradi2g13180	0	none
	Bradi2g13190	5.00E-77	none
	Bradi2g13200	5.00E-100	none
	Bradi2g13210	2.00E-65	none
	Bradi2g13220	2.00E-58	none
	Bradi2g13230	9.00E-98	none
	Bradi2g13240	4.00E-124	none
	Bradi2g13250		none
	Bradi2g13260	1.00E-76	none
	Bradi2g13270		none
	Bradi2g13280	8.00E-66	none
	Bradi2g13290	3.00E-41	none
	Bradi2g13300	2.00E-76	none
11_11405	Bradi2g13310	4.00E-54	none
	Bradi2g13320	0	none
	Bradi2g13330	4.00E-13	none
	Bradi2g13340	1.00E-76	none
	Bradi2g13350	0	none
	Bradi2g13360	3.00E-86	none
	Bradi2g13370	6.00E-71	none
	Bradi2g13380	7.00E-50	none
11_10526	Bradi2g13390	1.00E-52	none
	Bradi2g13400	5.00E-91	none
	Bradi2g13410	8.00E-73	none
11_20625	Bradi2g13420	0	none
	Bradi2g13430	3.00E-134	none
	Bradi2g13440	3.00E-87	none
	Bradi2g13450	6.00E-164	none
	Bradi2g13460	3.00E-40	none
	Bradi2g13470	5.00E-134	none
	Bradi2g13480	8.00E-103	none
	Bradi2g13490	3.00E-89	none
	Bradi2g13500	3.00E-15	none
	Bradi2g13510	1.00E-91	none
	Bradi2g13520	1.00E-148	none
	Bradi2g13530	0	none
	Bradi2g13540	2.00E-49	none
	Bradi2g13550	2.00E-27	none
	Bradi2g13560		none
	Bradi2g13570	2.00E-121	none
11_11323	Bradi2g13580	7.00E-112	none
	Bradi2g13590	0	none
	Bradi2g13600	3.00E-88	none
	Bradi2g13610	1.00E-145	none
12_10267	Bradi2g13620	1.00E-69	none
	Bradi2g13630	3.00E-59	none
	Bradi2g13640	2.00E-48	none
	Bradi2g13650	6.00E-32	none
	Bradi2g13660	1.00E-152	none
	Bradi2g13670	6.00E-60	none
12_20591	Bradi2g13680	4.00E-142	none
	Bradi2g13690	7.00E-166	none
	Bradi2g13700	3.00E-111	none
12_31372	Bradi2g13710	0	none
	Bradi2g13720	3.00E-46	none
	Bradi2g13730	3.00E-112	none
	Bradi2g13740	6.00E-73	none
	Bradi2g13750	7.00E-65	none
	Bradi2g13760	5.00E-22	none
	Bradi2g13770	1.00E-113	none
	Bradi2g13780		none
	Bradi2g13790	8.00E-108	none
	Bradi2g13800	1.00E-43	none
	Bradi2g13810	0	none
11_21261	Bradi2g13820	1.00E-130	none
	Bradi2g13830	0	none
	Bradi2g13840	1.00E-124	none
	Bradi2g13850		none
	Bradi2g13860	7.00E-56	none
	Bradi2g13870		none
11_11501	Bradi2g14070	6.00E-127	none
	Bradi2g14080		none
11_10815	Bradi2g14090	1.00E-63	none
	Bradi2g14100		none
	Bradi2g14110	5.00E-71	none
12_30934	Bradi2g14120	5.00E-77	none
	Bradi2g14130	2.00E-79	none
	Bradi2g14140		none
11_10443	Bradi2g14150	0	none
	Bradi2g14160	3.00E-71	none
	Bradi2g14170	2.00E-14	none
12_11482	Bradi2g14180	2.00E-26	none
	Bradi2g14190	2.00E-42	none
	Bradi2g14200	3.00E-88	none
12_31081	Bradi2g14210	7.00E-91	none
12_30048	Bradi2g14220	5.00E-107	none
	Bradi2g14230		none
	Bradi2g14240	4.00E-34	none
12_20429	Bradi2g14250	0	none
	Bradi2g14260	7.00E-47	none
	Bradi2g14270	0	none
	Bradi2g14280	2.00E-37	none
	Bradi2g14290	1.00E-129	none
	Bradi2g14300	9.00E-45	none
	Bradi2g14310	0	none
	Bradi2g14320	2.00E-70	none
	Bradi2g14330	0	none
	Bradi2g14340	0	none
	Bradi2g14350	5.00E-121	none
	Bradi2g14360		none
	Bradi2g14370	3.00E-71	none
12_30231	Bradi2g14380	1.00E-20	none
	Bradi2g14390	1.00E-68	none
11_20509	Bradi2g14400	2.00E-170	none
	Bradi2g14410	1.00E-153	none
12_30126	Bradi2g14420	2.00E-119	none
	Bradi2g14430		none
11_10590	Bradi2g14440	0	none
11_20915	Bradi2g14450	3.00E-106	none
11_20840	Bradi2g14460	4.00E-156	none
	Bradi2g14470	8.00E-97	none
11_21147	Bradi2g14480	3.00E-64	none
	Bradi2g14490	3.00E-78	none
	Bradi2g14500	2.00E-91	none
	Bradi2g14510	0	none
	Bradi2g14520	2.00E-144	none
	Bradi2g14530	2.00E-130	none
11_20594	Bradi2g14540	1.00E-33	none
	Bradi2g14550	1.00E-56	none
	Bradi2g14560	3.00E-22	none
	Bradi2g14570	1.00E-85	none
	Bradi2g14580	1.00E-117	none
	Bradi2g14590	0	none
	Bradi2g14600	1.00E-127	none
	Bradi2g14610	2.00E-99	none
	Bradi2g14620	9.00E-28	none
	Bradi2g14630		none
	Bradi2g14640		none
	Bradi2g14650	3.00E-83	none
	Bradi2g14660	9.00E-12	none
	Bradi2g14670	2.00E-35	none
	Bradi2g14680	3.00E-148	none
	Bradi2g14690	1.00E-95	none
	Bradi2g14700	2.00E-102	none
	Bradi2g14710	3.00E-103	none
	Bradi2g14720	4.00E-174	none
11_11125	Bradi2g14730	0	none
	Bradi2g14740	5.00E-134	none
	Bradi2g14750	2.00E-70	none
	Bradi2g14760		none
	Bradi2g14770		none
	Bradi2g14780		none
12_30277	Bradi2g14790	4.00E-139	none
	Bradi2g14800		none
	Bradi2g14810	7.00E-84	none
	Bradi2g14820	5.00E-101	none
	Bradi2g14830	3.00E-123	none
11_11105	Bradi2g14840	0	none
	Bradi2g14850	2.00E-18	none
	Bradi2g14860	3.00E-14	none
	Bradi2g14870	9.00E-55	none
	Bradi2g14880	2.00E-48	none
	Bradi2g14890	1.00E-11	none
	Bradi2g14900	8.00E-107	none
	Bradi2g14910	3.00E-75	none
12_30158	Bradi2g14920	2.00E-11	none
	Bradi2g14930	3.00E-15	none
	Bradi2g14940	1.00E-25	none
12_11271	Bradi2g14950	2.00E-91	none
	Bradi2g14960	3.00E-120	none
	Bradi2g14970	0	none
	Bradi2g14980	2.00E-23	none
	Bradi2g14990		none
	Bradi2g15000	8.00E-106	none
	Bradi2g15200	9.00E-46	none
	Bradi2g15210	4.00E-102	none
	Bradi2g15220	6.00E-47	none
	Bradi2g15230		none
	Bradi2g15240		none
	Bradi2g15250	5.00E-131	none
12_21105	Bradi2g15260	0	none
	Bradi2g15270		none
	Bradi2g15280	7.00E-23	none
	Bradi2g15290		none
	Bradi2g15300	0	none
	Bradi2g15310	2.00E-90	none
	Bradi2g15320	0	none
	Bradi2g15330		none
	Bradi2g15340	1.00E-33	none
	Bradi2g15350	1.00E-45	none
	Bradi2g15360	6.00E-27	none
	Bradi2g15370	7.00E-104	none
	Bradi2g15380		none
	Bradi2g15390	7.00E-141	none
	Bradi2g15400	2.00E-71	none
	Bradi2g15410	5.00E-76	none
	Bradi2g15420		none
	Bradi2g15430	2.00E-23	none
	Bradi2g15440	8.00E-67	none
	Bradi2g15450	7.00E-68	none
	Bradi2g15460	8.00E-67	none
	Bradi2g15470	7.00E-14	none
	Bradi2g15480	6.00E-173	none
	Bradi2g15490	0	none
	Bradi2g15500	9.00E-70	none
11_21384	Bradi2g15510	5.00E-135	none
	Bradi2g15520	0	none
11_10782	Bradi2g15530	4.00E-70	none
	Bradi2g15540	7.00E-38	none
	Bradi2g15550	5.00E-80	none
	Bradi2g15560	1.00E-167	none
	Bradi2g15570	1.00E-20	none
	Bradi2g15580	1.00E-18	none
	Bradi2g15590	1.00E-44	none
	Bradi2g15600		none
	Bradi2g15610	4.00E-37	none
	Bradi2g15620	0	none
11_20383	Bradi2g15630	0	none
	Bradi2g15640	2.00E-26	none
	Bradi2g15650		none
	Bradi2g15660	7.00E-48	none
	Bradi2g15670	6.00E-37	none
	Bradi2g15680		none
	Bradi2g15690		none
	Bradi2g15700	1.00E-161	none
	Bradi2g15710	2.00E-34	none
	Bradi2g15720	0	none
	Bradi2g15730	4.00E-112	none
	Bradi2g15740	1.00E-156	none
12_10166	Bradi2g15750	9.00E-141	none
12_10166	Bradi2g15760	9.00E-97	none
	Bradi2g15770	3.00E-95	none
	Bradi2g15780	2.00E-19	none
	Bradi2g15790	0	none
	Bradi2g15800	1.00E-41	none
	Bradi2g15810	0	none
	Bradi2g15820	2.00E-41	none
	Bradi2g15830	2.00E-74	none
11_21511	Bradi2g15840	4.00E-41	none
	Bradi2g15850		none
	Bradi2g15860		none
	Bradi2g15870	3.00E-61	none
	Bradi2g15880	7.00E-36	none
11_10903	Bradi2g15890	6.00E-145	none
	Bradi2g15900	7.00E-166	none
	Bradi2g15910	1.00E-50	none
	Bradi2g15920	4.00E-45	none
	Bradi2g15930	2.00E-156	none
	Bradi2g15940	2.00E-126	none
	Bradi2g15950	3.00E-50	none
	Bradi2g15960	3.00E-79	none
	Bradi2g15970		none
	Bradi2g15980	0	none
	Bradi2g15990		none
	Bradi2g16000	3.00E-17	none
	Bradi2g16010	3.00E-24	none
	Bradi2g16020		none
	Bradi2g16030	8.00E-18	none
	Bradi2g16040	1.00E-69	none
	Bradi2g16050	0	none
	Bradi2g16060		none
	Bradi2g16070	1.00E-128	none
	Bradi2g16080		none
	Bradi2g16090		none
	Bradi2g16100	2.00E-109	none
	Bradi2g16110	2.00E-43	none
	Bradi2g16120	9.00E-28	none
	Bradi2g16130	2.00E-56	none
	Bradi2g16140	2.00E-83	none
	Bradi2g16150	1.00E-26	none
12_10693	Bradi2g16160	0	none
	Bradi2g16170	5.00E-136	none
	Bradi2g16180	2.00E-33	none
	Bradi2g16190	6.00E-34	none
	Bradi2g16200	2.00E-37	none
	Bradi2g16210	0	none
	Bradi2g16220	6.00E-102	none
	Bradi2g16230	4.00E-42	none
	Bradi2g16240	0	none
	Bradi2g16250	5.00E-51	none
	Bradi2g16260	5.00E-18	none
	Bradi2g16270	2.00E-38	none
	Bradi2g16280	5.00E-32	none
	Bradi2g16290	1.00E-147	none
	Bradi2g16300	2.00E-54	none
	Bradi2g16310	1.00E-55	none
	Bradi2g16320	0	none
	Bradi2g16330	4.00E-62	none
	Bradi2g16340	0	none
	Bradi2g16350	9.00E-117	none
	Bradi2g16360		none
	Bradi2g16370		none
	Bradi2g16380	3.00E-52	none
	Bradi2g16390	1.00E-19	none
11_10644	Bradi2g16400	2.00E-122	none
	Bradi2g16410	1.00E-138	none
	Bradi2g16420		none
	Bradi2g16430	1.00E-101	none
	Bradi2g16440	9.00E-49	none
	Bradi2g16450	3.00E-61	none
	Bradi2g16460	6.00E-62	none
	Bradi2g16470	2.00E-60	none
	Bradi2g16480	6.00E-118	none
11_21068	Bradi2g16490	2.00E-102	none
	Bradi2g16500	0	none
	Bradi2g16510	2.00E-45	none
	Bradi2g16520	1.00E-106	none
	Bradi2g16530	2.00E-47	none
	Bradi2g16540	3.00E-57	none
	Bradi2g16550	3.00E-25	none
11_10722	Bradi2g16560	3.00E-66	none
	Bradi2g16570	4.00E-59	none
	Bradi2g16580	4.00E-61	none
	Bradi2g16590	8.00E-57	none
	Bradi2g16600	4.00E-86	none
12_11047	Bradi2g16610	2.00E-101	none
	Bradi2g16620		none
	Bradi2g16630	9.00E-114	none
	Bradi2g16640	5.00E-76	none
12_11443	Bradi2g16650	0	none
	Bradi2g16660	4.00E-107	none
12_11457	Bradi2g16670	1.00E-68	none
11_10586	Bradi2g16680	0	none
	Bradi2g16690	3.00E-144	none
	Bradi2g16700	4.00E-11	none
	Bradi2g16710	1.00E-70	none
	Bradi2g16720		none
12_30743	Bradi2g16730	7.00E-57	none
	Bradi2g16740	1.00E-46	none
12_30743	Bradi2g16750	8.00E-61	none
	Bradi2g16760	2.00E-23	none
	Bradi2g16770	4.00E-85	none
	Bradi2g16780	1.00E-61	none
	Bradi2g16790	1.00E-74	none
	Bradi2g16800	3.00E-83	none
12_31105	Bradi2g16810	1.00E-53	none
11_21038	Bradi2g16820	3.00E-180	none
	Bradi2g16830	2.00E-11	none
	Bradi2g16840	0	none
12_21172	Bradi2g16850	4.00E-94	none
	Bradi2g16860		none
	Bradi2g16870	3.00E-22	none
	Bradi2g16880	4.00E-15	none
	Bradi2g16890	2.00E-145	none
	Bradi2g16900	5.00E-96	none
	Bradi2g16910	1.00E-120	none
	Bradi2g16920	5.00E-41	none
11_10911	Bradi2g16930	2.00E-112	none
	Bradi2g16940	2.00E-78	none
	Bradi2g16950	8.00E-113	none
11_20595	Bradi2g16960	2.00E-114	none
	Bradi2g16970	4.00E-72	none
	Bradi2g16980		none
	Bradi2g16990		none
	Bradi2g17000	0	none
	Bradi2g17010	2.00E-99	none
	Bradi2g17020		none
	Bradi2g17030	2.00E-55	none
	Bradi2g17040	2.00E-49	none
	Bradi2g17050	2.00E-99	none
	Bradi2g17060	9.00E-15	none
	Bradi2g17070	6.00E-137	none
12_30170	Bradi2g17080	3.00E-87	none
	Bradi2g17090	0	none
	Bradi2g17100		none
	Bradi2g17110	3.00E-18	none
	Bradi2g17120	2.00E-75	none
	Bradi2g17130	6.00E-75	none
	Bradi2g17140	1.00E-51	none
	Bradi2g17150	2.00E-11	none
	Bradi2g17160		none
	Bradi2g17170	0	none
	Bradi2g17180	2.00E-56	none
12_20281	Bradi2g17190	0	none
12_30257	Bradi2g17200	2.00E-60	none
	Bradi2g17210	2.00E-149	none
11_10854	Bradi2g17220	1.00E-145	none
	Bradi2g17230	3.00E-130	none
	Bradi2g17240	1.00E-51	none
	Bradi2g17250	9.00E-51	none
	Bradi2g17260	3.00E-136	none
	Bradi2g17270	8.00E-133	none
	Bradi2g17280	7.00E-64	none
	Bradi2g17290	0	none
	Bradi2g17300	9.00E-86	none
	Bradi2g17310	3.00E-15	none
	Bradi2g17320	8.00E-51	none
	Bradi2g17330	0	none
	Bradi2g17340	5.00E-14	none
	Bradi2g17350	3.00E-172	none
	Bradi2g17360	2.00E-56	none
	Bradi2g17370		none
